Loop View,Loop ID,Loop Name,Loop Status,Compliance Status,Tags,Created Date,Closing Date,Expiration Date,Listing Date,Joined Date,Offer Date,Address,Price,Created By,Created By Admin,Agents,Property Address / City,Property Address / Country,Property Address / County,Property Address / State/Prov,Property Address / Street Name,Property Address / Street Number,Property Address / Zip/Postal Code,Contract Dates / Closing Date,Contract Dates / Contract Agreement Date,Financials / Earnest Money Amount,Financials / Earnest Money Held By,Financials / Purchase/Sale Price,Financials / Sale Commission Rate,Financials / Sale Commission Split $ - Buy Side,Financials / Sale Commission Split $ - Sell Side,Financials / Sale Commission Split % - Buy Side,Financials / Sale Commission Split % - Sell Side,Financials / Sale Commission Total,Listing Information / Current Price,Listing Information / Original Price,Listing Information / Listing Date,Property / Bathrooms,Property / Bedrooms,Property / Lot Size,Property / Square Footage,Property / Type,Property / Year Built,Referral / Referral %,Referral / Referral Source,Company Information / office managing broker,Net to Office
300000045,300000045,"8771 Elm St, Smyrna, GA 30000",Sold,Approved,,2025-07-16,2025-11-18,2026-01-12,2025-07-16,2025-07-16,2025-10-07,"8771 Elm St, Smyrna, GA 30000","$656,900.00",Lisa Thomas,false,Lisa Thomas,Smyrna,USA,Fulton,GA,"Elm St,",8771,30000,2025-11-18,2025-10-07,"$6,569.00",Broker,"$656,900.00",3%,,"$19,707.00",0%,3%,"$19,707.00","$656,900.00","$672,900.00",07/16/2025,4,4,27993,4179,Townhouse,2010,25%,Referral,John Broker,"$3,941.40"
300000046,300000046,"5285 Lakeview Dr, Smyrna, GA 30000",Sold,Approved,,2025-07-07,2025-09-08,2026-01-03,2025-07-07,2025-07-07,2025-07-16,"5285 Lakeview Dr, Smyrna, GA 30000","$406,000.00",David Martinez,false,David Martinez,Smyrna,USA,Fulton,GA,"Lakeview Dr,",5285,30000,2025-09-08,2025-07-16,"$4,060.00",Broker,"$406,000.00",3%,"$12,180.00",,3%,0%,"$12,180.00","$406,000.00","$406,000.00",07/07/2025,2,5,13222,2074,Condo,2018,0%,Zillow,John Broker,"$2,436.00"
300000047,300000047,"6443 Washington Ave, Roswell, GA 30000",Active Listings,Pending,Top Producer,2025-07-24,,2026-01-20,2025-07-24,2025-07-24,,"6443 Washington Ave, Roswell, GA 30000","$905,900.00",William Jackson,false,William Jackson,Roswell,USA,Fulton,GA,"Washington Ave,",6443,30000,,,"$9,059.00",Broker,"$905,900.00",3%,,"$27,177.00",0%,3%,"$27,177.00","$905,900.00","$944,900.00",07/24/2025,3,6,5045,4717,Multi-Family,2003,0%,Zillow,John Broker,"$5,435.40"
300000048,300000048,"6773 Elm St, Sandy Springs, GA 30000",Sold,Approved,,2025-07-23,2025-11-08,2026-01-19,2025-07-23,2025-07-23,2025-09-15,"6773 Elm St, Sandy Springs, GA 30000","$322,900.00",Robert Anderson,false,Robert Anderson,Sandy Springs,USA,Fulton,GA,"Elm St,",6773,30000,2025-11-08,2025-09-15,"$3,229.00",Broker,"$322,900.00",3%,,"$9,687.00",0%,3%,"$9,687.00","$322,900.00","$367,900.00",07/23/2025,5,6,12046,2746,Townhouse,2016,0%,Realtor.com,John Broker,"$1,937.40"
300000049,300000049,"273 Washington Ave, Atlanta, GA 30000",Sold,Approved,Top Producer,2025-08-10,2025-11-28,2026-02-06,2025-08-10,2025-08-10,2025-10-25,"273 Washington Ave, Atlanta, GA 30000","$1,253,900.00",Ashley Martin,false,Ashley Martin,Atlanta,USA,Fulton,GA,"Washington Ave,",273,30000,2025-11-28,2025-10-25,"$12,539.00",Broker,"$1,253,900.00",3%,,"$37,617.00",0%,3%,"$37,617.00","$1,253,900.00","$1,253,900.00",08/10/2025,4,3,32962,2582,Single Family,2013,0%,Zillow,John Broker,"$7,523.40"
300000050,300000050,"9192 Pine Ln, Alpharetta, GA 30000",Active Listings,Pending,Top Producer,2025-05-31,,2025-11-27,2025-05-31,2025-05-31,,"9192 Pine Ln, Alpharetta, GA 30000","$982,900.00",Amanda Garcia,false,Amanda Garcia,Alpharetta,USA,Fulton,GA,"Pine Ln,",9192,30000,,,"$9,829.00",Broker,"$982,900.00",3%,,"$29,487.00",0%,3%,"$29,487.00","$982,900.00","$982,900.00",05/31/2025,5,5,12546,3190,Single Family,1999,0%,Realtor.com,John Broker,"$5,897.40"
300000051,300000051,"2517 Lakeview Dr, Sandy Springs, GA 30000",Under Contract,Pending,,2025-12-30,2026-04-14,2026-06-28,2025-12-30,2025-12-30,2026-03-10,"2517 Lakeview Dr, Sandy Springs, GA 30000","$449,000.00",Christopher Harris,false,Christopher Harris,Sandy Springs,USA,Fulton,GA,"Lakeview Dr,",2517,30000,2026-04-14,2026-03-10,"$4,490.00",Broker,"$449,000.00",3%,"$13,470.00",,3%,0%,"$13,470.00","$449,000.00","$497,000.00",12/30/2025,2,6,17070,1625,Condo,2004,0%,Open House,John Broker,"$2,694.00"
300000052,300000052,"9353 Maple Dr, Decatur, GA 30000",Under Contract,Pending,,2025-11-09,2026-03-21,2026-05-08,2025-11-09,2025-11-09,2026-02-04,"9353 Maple Dr, Decatur, GA 30000","$148,000.00",Elizabeth White,false,Elizabeth White,Decatur,USA,Fulton,GA,"Maple Dr,",9353,30000,2026-03-21,2026-02-04,"$1,480.00",Broker,"$148,000.00",3%,,"$4,440.00",0%,3%,"$4,440.00","$148,000.00","$158,000.00",11/09/2025,5,5,20322,2727,Land,1984,0%,Walk-in,John Broker,$888.00
300000053,300000053,"3069 Washington Ave, Smyrna, GA 30000",Under Contract,Pending,,2025-11-16,2026-02-06,2026-05-15,2025-11-16,2025-11-16,2025-12-12,"3069 Washington Ave, Smyrna, GA 30000","$100,900.00",Lisa Thomas,false,Lisa Thomas,Smyrna,USA,Fulton,GA,"Washington Ave,",3069,30000,2026-02-06,2025-12-12,"$1,009.00",Broker,"$100,900.00",3%,,"$3,027.00",0%,3%,"$3,027.00","$100,900.00","$100,900.00",11/16/2025,3,6,34877,1962,Land,1993,0%,Realtor.com,John Broker,$605.40
300000054,300000054,"571 Oak Ave, Smyrna, GA 30000",Under Contract,Pending,,2026-02-05,2026-06-26,2026-08-04,2026-02-05,2026-02-05,2026-05-01,"571 Oak Ave, Smyrna, GA 30000","$393,000.00",Ashley Martin,false,Ashley Martin,Smyrna,USA,Fulton,GA,"Oak Ave,",571,30000,2026-06-26,2026-05-01,"$3,930.00",Broker,"$393,000.00",3%,"$11,790.00",,3%,0%,"$11,790.00","$393,000.00","$393,000.00",02/05/2026,5,5,8933,2386,Condo,2003,0%,Direct Mail,John Broker,"$2,358.00"
300000055,300000055,"5254 Park Pl, Smyrna, GA 30000",Under Contract,Pending,,2025-05-03,2025-07-13,2025-10-30,2025-05-03,2025-05-03,2025-06-12,"5254 Park Pl, Smyrna, GA 30000","$468,900.00",Matthew Thompson,false,Matthew Thompson,Smyrna,USA,Fulton,GA,"Park Pl,",5254,30000,2025-07-13,2025-06-12,"$4,689.00",Broker,"$468,900.00",3%,,"$14,067.00",0%,3%,"$14,067.00","$468,900.00","$468,900.00",05/03/2025,4,4,24799,2960,Townhouse,2015,0%,Open House,John Broker,"$2,813.40"
300000056,300000056,"9897 Oak Ave, Woodstock, GA 30000",Under Contract,Pending,,2025-12-05,2026-03-25,2026-06-03,2025-12-05,2025-12-05,2026-01-25,"9897 Oak Ave, Woodstock, GA 30000","$220,900.00",Michael Brown,false,Michael Brown,Woodstock,USA,Fulton,GA,"Oak Ave,",9897,30000,2026-03-25,2026-01-25,"$2,209.00",Broker,"$220,900.00",3%,,"$6,627.00",0%,3%,"$6,627.00","$220,900.00","$244,900.00",12/05/2025,4,3,30154,2008,Condo,2014,0%,Open House,John Broker,"$1,325.40"
300000057,300000057,"6616 Pine Ln, Kennesaw, GA 30000",Archived,Pending,,2026-01-05,,2026-07-04,2026-01-05,2026-01-05,2026-03-06,"6616 Pine Ln, Kennesaw, GA 30000","$284,900.00",Amanda Garcia,false,Amanda Garcia,Kennesaw,USA,Fulton,GA,"Pine Ln,",6616,30000,,2026-03-06,"$2,849.00",Broker,"$284,900.00",3%,,"$8,547.00",0%,3%,"$8,547.00","$284,900.00","$284,900.00",01/05/2026,3,6,28569,2128,Condo,1983,0%,Realtor.com,John Broker,"$1,709.40"
300000058,300000058,"7398 Main St, Alpharetta, GA 30000",Sold,Approved,,2025-09-28,2025-11-14,2026-03-27,2025-09-28,2025-09-28,2025-10-08,"7398 Main St, Alpharetta, GA 30000","$307,000.00",Jessica Davis,false,Jessica Davis,Alpharetta,USA,Fulton,GA,"Main St,",7398,30000,2025-11-14,2025-10-08,"$3,070.00",Broker,"$307,000.00",3%,,"$9,210.00",0%,3%,"$9,210.00","$307,000.00","$341,000.00",09/28/2025,5,4,5002,2656,Land,2011,0%,Facebook Ads,John Broker,"$1,842.00"
300000059,300000059,"1396 Maple Dr, Alpharetta, GA 30000",Active Listings,Pending,,2025-10-26,,2026-04-24,2025-10-26,2025-10-26,,"1396 Maple Dr, Alpharetta, GA 30000","$325,000.00",Sarah Miller,false,Sarah Miller,Alpharetta,USA,Fulton,GA,"Maple Dr,",1396,30000,,,"$3,250.00",Broker,"$325,000.00",3%,"$9,750.00",,3%,0%,"$9,750.00","$325,000.00","$325,000.00",10/26/2025,4,5,22599,3796,Land,2003,0%,Facebook Ads,John Broker,"$1,950.00"
300000060,300000060,"1259 Cedar Blvd, Lawrenceville, GA 30000",Sold,Approved,Top Producer,2025-03-06,2025-06-25,2025-09-02,2025-03-06,2025-03-06,2025-05-17,"1259 Cedar Blvd, Lawrenceville, GA 30000","$1,358,900.00",David Martinez,false,David Martinez,Lawrenceville,USA,Fulton,GA,"Cedar Blvd,",1259,30000,2025-06-25,2025-05-17,"$13,589.00",Broker,"$1,358,900.00",3%,"$40,767.00",,3%,0%,"$40,767.00","$1,358,900.00","$1,358,900.00",03/06/2025,2,3,29324,4318,Single Family,2001,0%,Facebook Ads,John Broker,"$8,153.40"
300000061,300000061,"1124 Maple Dr, Kennesaw, GA 30000",Under Contract,Pending,Top Producer,2025-03-25,2025-07-12,2025-09-21,2025-03-25,2025-03-25,2025-05-25,"1124 Maple Dr, Kennesaw, GA 30000","$1,495,900.00",David Martinez,false,David Martinez,Kennesaw,USA,Fulton,GA,"Maple Dr,",1124,30000,2025-07-12,2025-05-25,"$14,959.00",Broker,"$1,495,900.00",3%,"$44,877.00","$44,877.00",3%,3%,"$89,754.00","$1,495,900.00","$1,495,900.00",03/25/2025,2,3,36833,2461,Single Family,1982,25%,Referral,John Broker,"$17,950.80"
300000062,300000062,"7618 Washington Ave, Atlanta, GA 30000",Sold,Approved,Top Producer,2025-04-17,2025-07-24,2025-10-14,2025-04-17,2025-04-17,2025-05-26,"7618 Washington Ave, Atlanta, GA 30000","$1,301,000.00",William Jackson,false,William Jackson,Atlanta,USA,Fulton,GA,"Washington Ave,",7618,30000,2025-07-24,2025-05-26,"$13,010.00",Broker,"$1,301,000.00",3%,"$39,030.00",,3%,0%,"$39,030.00","$1,301,000.00","$1,301,000.00",04/17/2025,2,3,35406,3642,Single Family,2016,0%,Zillow,John Broker,"$7,806.00"
300000063,300000063,"9659 Maple Dr, Atlanta, GA 30000",Under Contract,Pending,Top Producer,2025-07-13,2025-10-12,2026-01-09,2025-07-13,2025-07-13,2025-09-01,"9659 Maple Dr, Atlanta, GA 30000","$892,900.00",Matthew Thompson,false,Matthew Thompson,Atlanta,USA,Fulton,GA,"Maple Dr,",9659,30000,2025-10-12,2025-09-01,"$8,929.00",Broker,"$892,900.00",3%,,"$26,787.00",0%,3%,"$26,787.00","$892,900.00","$905,900.00",07/13/2025,5,5,8287,3006,Single Family,2023,0%,Realtor.com,John Broker,"$5,357.40"
300000064,300000064,"8434 Main St, Smyrna, GA 30000",Archived,Pending,,2025-09-30,,2026-03-29,2025-09-30,2025-09-30,2025-11-19,"8434 Main St, Smyrna, GA 30000","$319,900.00",Sarah Miller,false,Sarah Miller,Smyrna,USA,Fulton,GA,"Main St,",8434,30000,,2025-11-19,"$3,199.00",Broker,"$319,900.00",3%,"$9,597.00","$9,597.00",3%,3%,"$19,194.00","$319,900.00","$325,900.00",09/30/2025,3,3,18547,2798,Condo,2010,0%,Direct Mail,John Broker,"$3,838.80"
300000065,300000065,"7935 Lakeview Dr, Sandy Springs, GA 30000",Active Listings,Pending,,2025-06-24,,2025-12-21,2025-06-24,2025-06-24,,"7935 Lakeview Dr, Sandy Springs, GA 30000","$532,900.00",Ashley Martin,false,Ashley Martin,Sandy Springs,USA,Fulton,GA,"Lakeview Dr,",7935,30000,,,"$5,329.00",Broker,"$532,900.00",3%,"$15,987.00","$15,987.00",3%,3%,"$31,974.00","$532,900.00","$579,900.00",06/24/2025,4,3,14308,1833,Single Family,2020,0%,Zillow,John Broker,"$6,394.80"
300000066,300000066,"7842 Park Pl, Woodstock, GA 30000",Active Listings,Pending,,2026-02-04,,2026-08-03,2026-02-04,2026-02-04,,"7842 Park Pl, Woodstock, GA 30000","$290,900.00",William Jackson,false,William Jackson,Woodstock,USA,Fulton,GA,"Park Pl,",7842,30000,,,"$2,909.00",Broker,"$290,900.00",3%,"$8,727.00","$8,727.00",3%,3%,"$17,454.00","$290,900.00","$324,900.00",02/04/2026,3,6,11057,3766,Condo,1992,0%,Zillow,John Broker,"$3,490.80"
300000067,300000067,"5192 Elm St, Kennesaw, GA 30000",Under Contract,Pending,,2025-10-27,2026-02-28,2026-04-25,2025-10-27,2025-10-27,2026-01-08,"5192 Elm St, Kennesaw, GA 30000","$514,900.00",William Jackson,false,William Jackson,Kennesaw,USA,Fulton,GA,"Elm St,",5192,30000,2026-02-28,2026-01-08,"$5,149.00",Broker,"$514,900.00",3%,"$15,447.00",,3%,0%,"$15,447.00","$514,900.00","$562,900.00",10/27/2025,3,5,9068,4115,Townhouse,1980,0%,Walk-in,John Broker,"$3,089.40"
300000068,300000068,"3773 Washington Ave, Marietta, GA 30000",Active Listings,Pending,Top Producer,2026-02-05,,2026-08-04,2026-02-05,2026-02-05,,"3773 Washington Ave, Marietta, GA 30000","$928,900.00",Lisa Thomas,false,Lisa Thomas,Marietta,USA,Fulton,GA,"Washington Ave,",3773,30000,,,"$9,289.00",Broker,"$928,900.00",3%,,"$27,867.00",0%,3%,"$27,867.00","$928,900.00","$974,900.00",02/05/2026,3,5,36078,4873,Multi-Family,1997,0%,Zillow,John Broker,"$5,573.40"
300000069,300000069,"352 Lakeview Dr, Kennesaw, GA 30000",Under Contract,Pending,,2026-01-14,2026-05-03,2026-07-13,2026-01-14,2026-01-14,2026-03-10,"352 Lakeview Dr, Kennesaw, GA 30000","$445,000.00",Jennifer Taylor,false,Jennifer Taylor,Kennesaw,USA,Fulton,GA,"Lakeview Dr,",352,30000,2026-05-03,2026-03-10,"$4,450.00",Broker,"$445,000.00",3%,"$13,350.00",,3%,0%,"$13,350.00","$445,000.00","$445,000.00",01/14/2026,2,6,21031,1836,Condo,1999,0%,Sphere of Influence,John Broker,"$2,670.00"
300000070,300000070,"8018 Hillcrest Rd, Lawrenceville, GA 30000",Active Listings,Pending,,2025-09-02,,2026-03-01,2025-09-02,2025-09-02,,"8018 Hillcrest Rd, Lawrenceville, GA 30000","$97,000.00",Lisa Thomas,false,Lisa Thomas,Lawrenceville,USA,Fulton,GA,"Hillcrest Rd,",8018,30000,,,$970.00,Broker,"$97,000.00",3%,"$2,910.00","$2,910.00",3%,3%,"$5,820.00","$97,000.00","$97,000.00",09/02/2025,4,3,18521,3897,Land,1990,0%,Facebook Ads,John Broker,"$1,164.00"
300000071,300000071,"5181 Oak Ave, Woodstock, GA 30000",Sold,Approved,,2025-10-22,2025-12-27,2026-04-20,2025-10-22,2025-10-22,2025-11-09,"5181 Oak Ave, Woodstock, GA 30000","$221,000.00",James Wilson,false,James Wilson,Woodstock,USA,Fulton,GA,"Oak Ave,",5181,30000,2025-12-27,2025-11-09,"$2,210.00",Broker,"$221,000.00",3%,"$6,630.00",,3%,0%,"$6,630.00","$221,000.00","$221,000.00",10/22/2025,5,3,5830,2529,Condo,2016,0%,Zillow,John Broker,"$1,326.00"
300000072,300000072,"2855 Cedar Blvd, Alpharetta, GA 30000",Active Listings,Pending,,2025-10-27,,2026-04-25,2025-10-27,2025-10-27,,"2855 Cedar Blvd, Alpharetta, GA 30000","$331,000.00",James Wilson,false,James Wilson,Alpharetta,USA,Fulton,GA,"Cedar Blvd,",2855,30000,,,"$3,310.00",Broker,"$331,000.00",3%,"$9,930.00",,3%,0%,"$9,930.00","$331,000.00","$341,000.00",10/27/2025,2,4,27260,4500,Condo,2009,0%,Zillow,John Broker,"$1,986.00"
300000073,300000073,"1989 Lakeview Dr, Sandy Springs, GA 30000",Archived,Pending,,2025-02-13,,2025-08-12,2025-02-13,2025-02-13,2025-04-26,"1989 Lakeview Dr, Sandy Springs, GA 30000","$588,900.00",James Wilson,false,James Wilson,Sandy Springs,USA,Fulton,GA,"Lakeview Dr,",1989,30000,,2025-04-26,"$5,889.00",Broker,"$588,900.00",3%,,"$17,667.00",0%,3%,"$17,667.00","$588,900.00","$616,900.00",02/13/2025,3,6,11049,2786,Townhouse,2008,0%,Zillow,John Broker,"$3,533.40"
300000074,300000074,"5144 Oak Ave, Woodstock, GA 30000",Archived,Pending,,2025-10-31,,2026-04-29,2025-10-31,2025-10-31,2025-11-30,"5144 Oak Ave, Woodstock, GA 30000","$495,900.00",Sarah Miller,false,Sarah Miller,Woodstock,USA,Fulton,GA,"Oak Ave,",5144,30000,,2025-11-30,"$4,959.00",Broker,"$495,900.00",3%,,"$14,877.00",0%,3%,"$14,877.00","$495,900.00","$495,900.00",10/31/2025,5,3,13429,2272,Townhouse,2021,0%,Realtor.com,John Broker,"$2,975.40"
300000075,300000075,"6210 Washington Ave, Lawrenceville, GA 30000",Sold,Approved,,2025-01-19,2025-03-14,2025-07-18,2025-01-19,2025-01-19,2025-01-24,"6210 Washington Ave, Lawrenceville, GA 30000","$455,000.00",Sarah Miller,false,Sarah Miller,Lawrenceville,USA,Fulton,GA,"Washington Ave,",6210,30000,2025-03-14,2025-01-24,"$4,550.00",Broker,"$455,000.00",3%,,"$13,650.00",0%,3%,"$13,650.00","$455,000.00","$455,000.00",01/19/2025,2,5,28011,3257,Townhouse,1988,25%,Referral,John Broker,"$2,730.00"
300000076,300000076,"4683 Washington Ave, Lawrenceville, GA 30000",Archived,Pending,,2025-12-23,,2026-06-21,2025-12-23,2025-12-23,2026-02-27,"4683 Washington Ave, Lawrenceville, GA 30000","$506,000.00",Sarah Miller,false,Sarah Miller,Lawrenceville,USA,Fulton,GA,"Washington Ave,",4683,30000,,2026-02-27,"$5,060.00",Broker,"$506,000.00",3%,"$15,180.00","$15,180.00",3%,3%,"$30,360.00","$506,000.00","$522,000.00",12/23/2025,3,5,5012,4043,Condo,2024,0%,Realtor.com,John Broker,"$6,072.00"
300000077,300000077,"442 Lakeview Dr, Sandy Springs, GA 30000",Under Contract,Pending,,2026-02-03,2026-05-15,2026-08-02,2026-02-03,2026-02-03,2026-04-09,"442 Lakeview Dr, Sandy Springs, GA 30000","$310,900.00",Elizabeth White,false,Elizabeth White,Sandy Springs,USA,Fulton,GA,"Lakeview Dr,",442,30000,2026-05-15,2026-04-09,"$3,109.00",Broker,"$310,900.00",3%,"$9,327.00",,3%,0%,"$9,327.00","$310,900.00","$310,900.00",02/03/2026,3,6,6200,1612,Land,2014,25%,Referral,John Broker,"$1,865.40"
300000078,300000078,"4755 Elm St, Smyrna, GA 30000",Sold,Approved,,2025-06-06,2025-10-07,2025-12-03,2025-06-06,2025-06-06,2025-08-27,"4755 Elm St, Smyrna, GA 30000","$331,000.00",Jennifer Taylor,false,Jennifer Taylor,Smyrna,USA,Fulton,GA,"Elm St,",4755,30000,2025-10-07,2025-08-27,"$3,310.00",Broker,"$331,000.00",3%,"$9,930.00","$9,930.00",3%,3%,"$19,860.00","$331,000.00","$366,000.00",06/06/2025,5,4,26698,4863,Condo,2015,0%,Direct Mail,John Broker,"$3,972.00"
300000079,300000079,"1212 Main St, Woodstock, GA 30000",Under Contract,Pending,,2025-11-17,2026-03-16,2026-05-16,2025-11-17,2025-11-17,2026-01-20,"1212 Main St, Woodstock, GA 30000","$451,900.00",Jessica Davis,false,Jessica Davis,Woodstock,USA,Fulton,GA,"Main St,",1212,30000,2026-03-16,2026-01-20,"$4,519.00",Broker,"$451,900.00",3%,"$13,557.00",,3%,0%,"$13,557.00","$451,900.00","$482,900.00",11/17/2025,4,4,11109,4502,Single Family,2015,0%,Facebook Ads,John Broker,"$2,711.40"
300000080,300000080,"8976 Pine Ln, Smyrna, GA 30000",Sold,Approved,,2025-06-04,2025-09-23,2025-12-01,2025-06-04,2025-06-04,2025-08-17,"8976 Pine Ln, Smyrna, GA 30000","$523,900.00",David Martinez,false,David Martinez,Smyrna,USA,Fulton,GA,"Pine Ln,",8976,30000,2025-09-23,2025-08-17,"$5,239.00",Broker,"$523,900.00",3%,,"$15,717.00",0%,3%,"$15,717.00","$523,900.00","$544,900.00",06/04/2025,2,3,30499,1910,Townhouse,1980,0%,Zillow,John Broker,"$3,143.40"
300000081,300000081,"9001 Elm St, Decatur, GA 30000",Under Contract,Pending,,2025-10-08,2026-02-01,2026-04-06,2025-10-08,2025-10-08,2025-12-30,"9001 Elm St, Decatur, GA 30000","$732,000.00",Michael Brown,false,Michael Brown,Decatur,USA,Fulton,GA,"Elm St,",9001,30000,2026-02-01,2025-12-30,"$7,320.00",Broker,"$732,000.00",3%,,"$21,960.00",0%,3%,"$21,960.00","$732,000.00","$760,000.00",10/08/2025,4,6,10402,3072,Townhouse,2017,0%,Zillow,John Broker,"$4,392.00"
300000082,300000082,"2470 Hillcrest Rd, Marietta, GA 30000",Active Listings,Pending,,2025-12-11,,2026-06-09,2025-12-11,2025-12-11,,"2470 Hillcrest Rd, Marietta, GA 30000","$499,900.00",Jessica Davis,false,Jessica Davis,Marietta,USA,Fulton,GA,"Hillcrest Rd,",2470,30000,,,"$4,999.00",Broker,"$499,900.00",3%,"$14,997.00",,3%,0%,"$14,997.00","$499,900.00","$532,900.00",12/11/2025,5,5,13031,2921,Condo,2001,25%,Referral,John Broker,"$2,999.40"
300000083,300000083,"8090 Lakeview Dr, Atlanta, GA 30000",Under Contract,Pending,,2026-01-20,2026-05-13,2026-07-19,2026-01-20,2026-01-20,2026-04-06,"8090 Lakeview Dr, Atlanta, GA 30000","$226,900.00",Lisa Thomas,false,Lisa Thomas,Atlanta,USA,Fulton,GA,"Lakeview Dr,",8090,30000,2026-05-13,2026-04-06,"$2,269.00",Broker,"$226,900.00",3%,,"$6,807.00",0%,3%,"$6,807.00","$226,900.00","$226,900.00",01/20/2026,4,4,13010,4870,Condo,1987,0%,Open House,John Broker,"$1,361.40"
300000084,300000084,"7579 Hillcrest Rd, Alpharetta, GA 30000",Under Contract,Pending,,2025-05-13,2025-08-13,2025-11-09,2025-05-13,2025-05-13,2025-07-09,"7579 Hillcrest Rd, Alpharetta, GA 30000","$637,900.00",Christopher Harris,false,Christopher Harris,Alpharetta,USA,Fulton,GA,"Hillcrest Rd,",7579,30000,2025-08-13,2025-07-09,"$6,379.00",Broker,"$637,900.00",3%,"$19,137.00","$19,137.00",3%,3%,"$38,274.00","$637,900.00","$684,900.00",05/13/2025,5,4,17422,2644,Townhouse,1982,0%,Direct Mail,John Broker,"$7,654.80"
300000085,300000085,"1611 Main St, Marietta, GA 30000",Under Contract,Pending,,2025-12-08,2026-03-16,2026-06-06,2025-12-08,2025-12-08,2026-02-07,"1611 Main St, Marietta, GA 30000","$195,900.00",Elizabeth White,false,Elizabeth White,Marietta,USA,Fulton,GA,"Main St,",1611,30000,2026-03-16,2026-02-07,"$1,959.00",Broker,"$195,900.00",3%,,"$5,877.00",0%,3%,"$5,877.00","$195,900.00","$237,900.00",12/08/2025,3,3,13560,4370,Land,2024,0%,Walk-in,John Broker,"$1,175.40"
300000086,300000086,"3427 Hillcrest Rd, Marietta, GA 30000",Active Listings,Pending,,2025-06-21,,2025-12-18,2025-06-21,2025-06-21,,"3427 Hillcrest Rd, Marietta, GA 30000","$602,900.00",Jennifer Taylor,false,Jennifer Taylor,Marietta,USA,Fulton,GA,"Hillcrest Rd,",3427,30000,,,"$6,029.00",Broker,"$602,900.00",3%,"$18,087.00",,3%,0%,"$18,087.00","$602,900.00","$620,900.00",06/21/2025,2,5,5871,1904,Townhouse,2004,0%,Sphere of Influence,John Broker,"$3,617.40"
300000087,300000087,"4334 Washington Ave, Sandy Springs, GA 30000",Sold,Approved,,2025-07-27,2025-11-25,2026-01-23,2025-07-27,2025-07-27,2025-10-06,"4334 Washington Ave, Sandy Springs, GA 30000","$324,900.00",Emily Chen,false,Emily Chen,Sandy Springs,USA,Fulton,GA,"Washington Ave,",4334,30000,2025-11-25,2025-10-06,"$3,249.00",Broker,"$324,900.00",3%,"$9,747.00",,3%,0%,"$9,747.00","$324,900.00","$345,900.00",07/27/2025,2,5,9901,3114,Condo,2010,0%,Direct Mail,John Broker,"$1,949.40"
300000088,300000088,"6578 Pine Ln, Marietta, GA 30000",Under Contract,Pending,,2025-11-07,2026-01-07,2026-05-06,2025-11-07,2025-11-07,2025-12-07,"6578 Pine Ln, Marietta, GA 30000","$410,000.00",Emily Chen,false,Emily Chen,Marietta,USA,Fulton,GA,"Pine Ln,",6578,30000,2026-01-07,2025-12-07,"$4,100.00",Broker,"$410,000.00",3%,"$12,300.00",,3%,0%,"$12,300.00","$410,000.00","$410,000.00",11/07/2025,2,3,19400,2407,Single Family,2016,0%,Zillow,John Broker,"$2,460.00"
300000089,300000089,"2219 Maple Dr, Lawrenceville, GA 30000",Under Contract,Pending,,2025-05-14,2025-09-07,2025-11-10,2025-05-14,2025-05-14,2025-08-04,"2219 Maple Dr, Lawrenceville, GA 30000","$164,900.00",David Martinez,false,David Martinez,Lawrenceville,USA,Fulton,GA,"Maple Dr,",2219,30000,2025-09-07,2025-08-04,"$1,649.00",Broker,"$164,900.00",3%,,"$4,947.00",0%,3%,"$4,947.00","$164,900.00","$187,900.00",05/14/2025,4,3,30526,4376,Land,1981,0%,Walk-in,John Broker,$989.40
300000090,300000090,"128 Pine Ln, Smyrna, GA 30000",Active Listings,Pending,,2025-10-12,,2026-04-10,2025-10-12,2025-10-12,,"128 Pine Ln, Smyrna, GA 30000","$195,000.00",Christopher Harris,false,Christopher Harris,Smyrna,USA,Fulton,GA,"Pine Ln,",128,30000,,,"$1,950.00",Broker,"$195,000.00",3%,"$5,850.00",,3%,0%,"$5,850.00","$195,000.00","$225,000.00",10/12/2025,2,6,35728,3238,Land,1987,0%,Facebook Ads,John Broker,"$1,170.00"
300000091,300000091,"1204 Elm St, Smyrna, GA 30000",Under Contract,Pending,,2025-10-12,2026-01-21,2026-04-10,2025-10-12,2025-10-12,2025-12-19,"1204 Elm St, Smyrna, GA 30000","$189,900.00",Matthew Thompson,false,Matthew Thompson,Smyrna,USA,Fulton,GA,"Elm St,",1204,30000,2026-01-21,2025-12-19,"$1,899.00",Broker,"$189,900.00",3%,,"$5,697.00",0%,3%,"$5,697.00","$189,900.00","$189,900.00",10/12/2025,5,6,32011,4344,Land,1986,0%,Direct Mail,John Broker,"$1,139.40"
300000092,300000092,"1526 Cedar Blvd, Roswell, GA 30000",Active Listings,Pending,Top Producer,2025-02-15,,2025-08-14,2025-02-15,2025-02-15,,"1526 Cedar Blvd, Roswell, GA 30000","$967,900.00",Amanda Garcia,false,Amanda Garcia,Roswell,USA,Fulton,GA,"Cedar Blvd,",1526,30000,,,"$9,679.00",Broker,"$967,900.00",3%,,"$29,037.00",0%,3%,"$29,037.00","$967,900.00","$967,900.00",02/15/2025,2,5,24386,4558,Multi-Family,2009,0%,Realtor.com,John Broker,"$5,807.40"
